# ----------------------------------------
# Report CSV Export
# Account: VEDISTRY~ OTC
# Property: Vedistry  - GA4
# ----------------------------------------
#  
# Start date: 20231016
# End date: 20241016
Nth week,Active users
0000,207978
0001,218828
0002,199031
0003,194189
0004,266790
0005,269759
0006,216515
0007,226405
0008,207141
0009,184593
0010,180059
0011,192780
0012,202113
0013,197375
0014,166292
0015,154083
0016,138815
0017,145018
0018,250715
0019,277245
0020,386518
0021,511652
0022,506564
0023,538165
0024,378459
0025,221631
0026,232711
0027,196987
0028,182683
0029,196611
0030,271160
0031,347580
0032,349804
0033,193457
0034,187881
0035,180434
0036,200303
0037,206903
0038,238467
0039,231618
0040,221278
0041,199502
0042,229513
0043,277701
0044,306450
0045,317085
0046,255979
0047,405460
0048,380833
0049,247309
0050,31410
0051,27112
0052,14170

# Start date: 20231016
# End date: 20241016
Nth week,New users
0000,149330
0001,159547
0002,146195
0003,146423
0004,205211
0005,204396
0006,156898
0007,163031
0008,150722
0009,132573
0010,126743
0011,141611
0012,156077
0013,152390
0014,128171
0015,115887
0016,100624
0017,111957
0018,222332
0019,252617
0020,359391
0021,478295
0022,472794
0023,499024
0024,349057
0025,185253
0026,190518
0027,158748
0028,146698
0029,151527
0030,221833
0031,289227
0032,289444
0033,135288
0034,131726
0035,126254
0036,150160
0037,159992
0038,185865
0039,184158
0040,178134
0041,156757
0042,186191
0043,230168
0044,255110
0045,266785
0046,216852
0047,346996
0048,331106
0049,208967
0050,22375
0051,21582
0052,11879

# Start date: 20231016
# End date: 20241016
Nth week,Average engagement time per active user
0000,27.299195107174796
0001,30.981528871990786
0002,31.06575860041903
0003,30.294089778514746
0004,30.105659882304433
0005,26.117401087637482
0006,27.2132739071196
0007,30.457207217155098
0008,27.33882717569192
0009,29.074423190478512
0010,27.846778000544266
0011,30.99647266313933
0012,31.98844705684444
0013,34.38592020265991
0014,37.15146248767229
0015,39.40965583484226
0016,39.547750603320964
0017,39.07754209822229
0018,56.864491554155116
0019,52.62128442352432
0020,51.82062413652145
0021,54.57867652232377
0022,55.260436983283455
0023,51.83329647970418
0024,58.926235074340944
0025,53.62462832365508
0026,47.13697676517225
0027,51.12474427246468
0028,51.185277228860926
0029,47.58142728535026
0030,23.35966587992329
0031,13.260469532194028
0032,12.818040960080502
0033,19.54682435890146
0034,21.947706260877897
0035,21.019752374829576
0036,19.298667518709156
0037,18.16721845502482
0038,17.811927855845884
0039,19.857239074683314
0040,19.24053001202108
0041,19.875770668965725
0042,20.037849707859685
0043,23.186499148364607
0044,18.346134769130362
0045,15.218629074223
0046,14.352876603158853
0047,13.811579440635327
0048,10.601000963676992
0049,11.171510135094154
0050,31.17051894301178
0051,40.28024491000295
0052,43.33832039520113

# Start date: 20231016
# End date: 20241016
Nth week,Total revenue
0000,153358.299193
0001,262704.655476
0002,394743.203388
0003,365876.755868
0004,492061.267725
0005,482271.06234
0006,602958.962411
0007,523082.340769
0008,487161.433642
0009,502655.175898
0010,429830.677915
0011,544058.692142
0012,547427.966779
0013,671166.389266
0014,689729.086098
0015,877333.242244
0016,770968.946053
0017,671457.653986
0018,673918.399526
0019,646995.100507
0020,538731.910046
0021,461155.489437
0022,383028.322864
0023,392685.19591
0024,460608.344626
0025,482614.324381
0026,447339.186254
0027,491701.452658
0028,374677.362111
0029,296087.952859
0030,344305.102116
0031,433953.348966
0032,511986.449478
0033,466267.052546
0034,499843.302048
0035,470206.951507
0036,467717.950116
0037,371183.503376
0038,335348.950569
0039,398498.745132
0040,381379.626157
0041,402195.451707
0042,321462.749433
0043,358583.150964
0044,401436.049091
0045,408828.097369
0046,391150.900245
0047,404738.020011
0048,395435.749356
0049,334208.251991
0050,358931.301533
0051,393210.353959
0052,240205.949665

# Where do your new users come from?
# Start date: 20231016
# End date: 20241016
First user primary channel group (Default Channel Group),New users
Display,8149387
Organic Social,670777
Direct,434485
Cross-network,352349
Paid Social,294674
Paid Search,231799
Paid Video,133906
Referral,70638
Paid Other,38011
Organic Search,27542
Unassigned,9819
Organic Video,4662
SMS,2061
Mobile Push Notifications,774
Email,4
Organic Shopping,1

#  
# Start date: 20231016
# End date: 20241016
Session primary channel group (Default Channel Group),Sessions
Display,27589367
Organic Social,970843
Direct,594872
Cross-network,491494
Paid Social,436130
Paid Search,282006
Paid Video,168687
Referral,83886
Unassigned,82660
Organic Search,57260
Paid Other,56904
Organic Video,7185
SMS,3885
Mobile Push Notifications,1738
Paid Shopping,6
Email,5
Organic Shopping,1

#  
# Start date: 20231016
# End date: 20241016
Country ID,Active users
AD,1
AE,792
AF,91
AG,1
AL,75
AM,122
AO,35
AR,99
AS,22
AT,73
AU,353
AW,13
AZ,60
BA,25
BB,2
BD,1465
BE,56
BF,1
BG,58
BH,113
BJ,31
BM,47
BN,14
BO,24
BQ,1
BR,148
BS,33
BT,70
BW,2
BY,40
CA,604
CD,21
CG,2
CH,99
CI,32
CL,36
CM,2
CN,1051
CO,37
CR,23
CV,37
CY,34
CZ,78
DE,939
DJ,1
DK,73
DO,30
DZ,37
EC,31
EE,40
EG,57
ES,151
ET,37
FI,114
FJ,42
FO,36
FR,1051
GA,1
GB,1636
GD,1
GE,47
GF,1
GG,17
GH,77
GI,42
GM,1
GP,34
GQ,1
GR,27
GT,38
GU,20
GW,1
GY,3
HK,84
HN,32
HR,39
HT,1
HU,123
ID,262
IE,1506
IL,83
IM,3
IN,10570958
IQ,72
IR,371
IS,39
IT,135
JE,1
JM,34
JO,43
JP,3566
KE,70
KG,52
KH,42
KN,37
KR,179
KW,233
KY,37
KZ,48
LA,43
LB,43
LI,2
LK,223
LR,4
LS,1
LT,75
LU,63
LV,36
LY,45
MA,55
MD,62
ME,29
MG,38
MK,25
ML,48
MM,69
MN,25
MO,4
MP,29
MQ,39
MT,44
MU,77
MV,86
MW,4
MX,73
MY,190
MZ,19
NA,3
NG,110
NI,39
NL,697
NO,5453
NP,2232
NZ,82
OM,206
PA,16
PE,43
PF,39
PG,2
PH,131
PK,2200
PL,82
PM,19
PR,42
PS,10
PT,86
PY,44
QA,212
RE,31
